case_id,type,canonical,matched,normalized,statute,date,year
2025_9_1490_1514_EN,section,Section 207,Section 207,207,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 230,Section 230,230,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 154,section 154,154,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 161,section 161,161,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 164,section 164,164,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 173,section 173,173,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 260,"Section
260",260,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 283,Sections 283,283,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 265,Section 265,265,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 289,Sections 289,289,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 309,Section 309,309,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1490_1514_EN,section,Section 346,Section 346,346,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 118,ss.118,118,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 118,Sections 118,118,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 64,s.64,64,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 530,Section 530,530,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 147,s.147,147,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 255,s.255,255,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 223,s.223,223,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 143,s.143,143,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 251,s.251,251,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 274,s.274,274,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 143A,s.143A,143A,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,s.138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 142,Section 142,142,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 1,Sections 1,1,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 64,Section 64,64,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 530,Section 530,530,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 147,Section 147,147,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 255,"Section
255",255,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 142,Section 142,142,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 143A,Section 143A,143A,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 143,Section 143,143,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 251,Section 251,251,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 274,Section 274,274,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 143A,Section 143A,143A,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 138,Section 138,138,Bharatiya Nagarik Suraksha Sanhita,,2025
2025_9_1515_1538_EN,section,Section 255,Section 255,255,Bharatiya Nagarik Suraksha Sanhita,,2025
2026_1_119_129_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 65(1),"Sections 65(1), 74, 137",65(1),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 5(l),"Sections 5(l), 6, 9",5(l),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 75(2),"Sections 75(2), 79",75(2),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 9,Sections 9,9,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 180,Section 180,180,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 161,Section 161,161,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 164,Section 164,164,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 65(1),"Sections 65(1), 74, 137",65(1),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 65(1),"Sections 65(1), 74, 137",65(1),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 5(l),"Sections 5(l), 6, 9",5(l),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 180,"Section
180",180,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 180,Section 180,180,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_1_484_503_EN,section,Section 65(1),"Sections 65(1),
74, 137",65(1),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 5(l),"Sections 5(l), 6, 9",5(l),Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 74,"Sections
74",74,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 9,Sections 9,9,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nyaya Sanhita,,2026
2026_1_484_503_EN,section,Section 183,Section 183,183,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_243_265_EN,section,Section 395,Section 395,395,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_243_265_EN,section,Section 357,Section 357,357,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_87_102_EN,section,Section 80,s.80,80,Bharatiya Nyaya Sanhita,,2026
2026_3_87_102_EN,section,Section 3,ss.3,3,Bharatiya Nyaya Sanhita,,2026
2026_3_87_102_EN,section,Section 437,ss.437,437,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_87_102_EN,section,Section 437,ss.437,437,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_87_102_EN,section,Section 437,s.437,437,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_87_102_EN,section,Section 439,s.439,439,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_3_87_102_EN,section,Section 80,Section 80,80,Bharatiya Nyaya Sanhita,,2026
2026_3_87_102_EN,section,Section 3,Sections 3,3,Bharatiya Nyaya Sanhita,,2026
2026_3_87_102_EN,section,Section 85,Section 85,85,Bharatiya Nyaya Sanhita,,2026
2026_4_184_190_EN,section,Section 115(2),"ss.115(2), 352,
351(3), 109(1), 110, 311",115(2),Bharatiya Nyaya Sanhita,,2026
2026_5_175_209_EN,section,Section 528,section 528,528,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_5_175_209_EN,section,Section 528,Section 528,528,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_5_273_289_EN,section,Section 318,"Section 318,
336, 319",318,Bharatiya Nyaya Sanhita,,2026
2026_5_273_289_EN,section,Section 318(2),"Sections
318(2), 318(4), 319, 335, 336(2), 336(3), 337, 338, 340",318(2),Bharatiya Nyaya Sanhita,,2026
2026_6_446_457_EN,section,Section 483,Section 483,483,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_446_457_EN,section,Section 483,Section 483,483,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_446_457_EN,section,Section 480,section 480,480,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_446_457_EN,section,Section 65,section 65,65,Bharatiya Nyaya Sanhita,,2026
2026_6_446_457_EN,section,Section 70,section 70,70,Bharatiya Nyaya Sanhita,,2026
2026_6_446_457_EN,section,Section 65,section 65,65,Bharatiya Nyaya Sanhita,,2026
2026_6_446_457_EN,section,Section 70,section 70,70,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 2,Section 2,2,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 531,Section 531,531,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 531,Section 531,531,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 2,Section 2,2,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 2,Section 2,2,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 4,Section 4,4,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 5,Section 5,5,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 4,Section 4,4,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 5,Section 5,5,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 210,Section 210,210,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 213,Section 213,213,Bharatiya Nyaya Sanhita,,2026
2026_6_486_508_EN,section,Section 210,Section 210,210,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 210,Section 210,210,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 213,Section 213,213,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 212,Section 212,212,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 212,Section 212,212,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 531,Section 531,531,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 506,Section 506,506,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_6_486_508_EN,section,Section 223,Section 223,223,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_7_297_302_EN,statute,Bharatiya Nagarik Suraksha Sanhita,"Bharatiya Nagarik Suraksha Sanhita read with the provisions
contained in the PC Act",Bharatiya Nagarik Suraksha Sanhita,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_7_297_302_EN,statute,Bharatiya Nagarik Suraksha Sanhita,"Bharatiya Nagarik Suraksha Sanhita read
with the provisions contained in the PC Act",Bharatiya Nagarik Suraksha Sanhita,Bharatiya Nagarik Suraksha Sanhita,,2026
2026_7_538_553_EN,section,Section 187,Section 187,187,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 193,Section 193,193,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 61,Sections 61,61,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 7,Section 7,7,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 66,Section 66,66,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 61,Sections 61,61,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 66,"Sections 66, 66D",66,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,section,Section 187,Section 187,187,Bharatiya Nyaya Sanhita,,2026
2026_7_538_553_EN,statute,Bharatiya Nyaya Sanhita,"At the outset, we deem it appropriate to extract the statutory provisions
concerning default bail in the BNSS and corresponding sections of
the erstwhile Criminal Procedure Code",Bharatiya Nyaya Sanhita,Bharatiya Nyaya Sanhita,,2026
S_1966_1_239_258_EN,statute,"If ensures in cases when accused cannot be sentenced to imprisonment. The respondents were arrested by the police for the offence of trespass and were released on bail. They were tried and sentenced to pay a fine by the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949","If ensures in cases when accused cannot be sentenced to imprisonment.
The respondents were arrested by the police for the offence of
trespass and were released on bail. They were tried and sentenced
to pay a fine by the Nyaya Panchayat, a court established under the
Madhya Bharat Panchayat Act, 1949","If ensures in cases when accused cannot be sentenced to imprisonment. The respondents were arrested by the police for the offence of trespass and were released on bail. They were tried and sentenced to pay a fine by the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949","If ensures in cases when accused cannot be sentenced to imprisonment. The respondents were arrested by the police for the offence of trespass and were released on bail. They were tried and sentenced to pay a fine by the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949",,
S_1966_1_239_258_EN,statute,"Penal Code. The respondents were later arrested by the police and released on the execution of surety bonds whereby the sureties undertook to produce them as required by the police. The case against the respondents was thereafter put up before the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949","Penal Code. The
respondents were later arrested by the police and released on the
execution of surety bonds whereby the sureties undertook to produce them as required by the police. The case against the respondents was thereafter put up before the Nyaya Panchayat, a court
established under the Madhya Bharat Panchayat Act, 1949","Penal Code. The respondents were later arrested by the police and released on the execution of surety bonds whereby the sureties undertook to produce them as required by the police. The case against the respondents was thereafter put up before the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949","Penal Code. The respondents were later arrested by the police and released on the execution of surety bonds whereby the sureties undertook to produce them as required by the police. The case against the respondents was thereafter put up before the Nyaya Panchayat, a court established under the Madhya Bharat Panchayat Act, 1949",,
S_1966_1_239_258_EN,statute,"Now we find that the Act expressly provides that the Nyaya G Panchayat cannot inflict a sentence of imprisonment, not even one jn default of payment of fine which it is authorised to impose. We also find that the Act","Now we find that the Act expressly provides that the Nyaya
G
Panchayat cannot inflict a sentence of imprisonment, not even
one jn default of payment of fine which it is authorised to impose. We also find that the Act","Now we find that the Act expressly provides that the Nyaya G Panchayat cannot inflict a sentence of imprisonment, not even one jn default of payment of fine which it is authorised to impose. We also find that the Act","Now we find that the Act expressly provides that the Nyaya G Panchayat cannot inflict a sentence of imprisonment, not even one jn default of payment of fine which it is authorised to impose. We also find that the Act",,
S_1992_1_984_993_EN,section,Section 2,Section 2,2,Bharatiya Nyaya Sanhita,,
S_1992_1_984_993_EN,statute,Bharatiya Nyaya Sanhita,"The question which thus arises for considerauon in .these appeals is
E whether the contract carries permit holders of mini bnses are entitled to
pick up individual passengers at the starting point of their journey.
F
G
It would be convenient and necessary at this stage to refer to the
relevant provisions under the old Motor Vehicles Act, 1939",Bharatiya Nyaya Sanhita,Bharatiya Nyaya Sanhita,,
S_1992_3_246_256_EN,statute,"Nyaya Panchayat constituted under U.P. Panchayat Raj Act, 1947","Nyaya Panchayat constituted
under U.P. Panchayat Raj Act, 1947","Nyaya Panchayat constituted under U.P. Panchayat Raj Act, 1947","Nyaya Panchayat constituted under U.P. Panchayat Raj Act, 1947",,
S_1992_3_246_256_EN,statute,Whether amounts to judicial separation-Wliether Nyaya Panchayat has jurisdiction under the Panchayat Raj Act,Whether amounts to judicial separation-Wliether Nyaya Panchayat has jurisdiction under the Panchayat Raj Act,Whether amounts to judicial separation-Wliether Nyaya Panchayat has jurisdiction under the Panchayat Raj Act,Whether amounts to judicial separation-Wliether Nyaya Panchayat has jurisdiction under the Panchayat Raj Act,,
S_1992_3_246_256_EN,statute,"Nyaya Panchayat to decide matrimonial matiers. Hindu MarriageAct, 1955","Nyaya Panchayat to decide matrimonial matiers.
Hindu MarriageAct, 1955","Nyaya Panchayat to decide matrimonial matiers. Hindu MarriageAct, 1955","Nyaya Panchayat to decide matrimonial matiers. Hindu MarriageAct, 1955",,
S_1992_3_246_256_EN,statute,"F recorded by the Adalat Nyaya Panchayat. According to the settlement, some lands were to be transferred in favour of the first wife and the relationship of husband and wife between the two appellants would be deemed to have ceased to exist, and the first wife would get the criminal G case dismissed. In pursuance of the consent order, the father of appellant-husband executed a sale deed in favour of his daughter-in-law, the appellant-first wife, conveying two Bhumidhari plots. In the proceedings taken under the U.P. Imposition of Ceiling on H Lan'd lloldings Act, 1960","F
recorded by the Adalat Nyaya Panchayat. According to the settlement,
some lands were to be transferred in favour of the first wife and the
relationship of husband and wife between the two appellants would be
deemed to have ceased to exist, and the first wife would get the criminal
G
case dismissed.
In pursuance of the consent order, the father of appellant-husband
executed a sale deed in favour of his daughter-in-law, the appellant-first
wife, conveying two Bhumidhari plots.
In the proceedings taken under the U.P. Imposition of Ceiling on
H Lan'd lloldings Act, 1960","F recorded by the Adalat Nyaya Panchayat. According to the settlement, some lands were to be transferred in favour of the first wife and the relationship of husband and wife between the two appellants would be deemed to have ceased to exist, and the first wife would get the criminal G case dismissed. In pursuance of the consent order, the father of appellant-husband executed a sale deed in favour of his daughter-in-law, the appellant-first wife, conveying two Bhumidhari plots. In the proceedings taken under the U.P. Imposition of Ceiling on H Lan'd lloldings Act, 1960","F recorded by the Adalat Nyaya Panchayat. According to the settlement, some lands were to be transferred in favour of the first wife and the relationship of husband and wife between the two appellants would be deemed to have ceased to exist, and the first wife would get the criminal G case dismissed. In pursuance of the consent order, the father of appellant-husband executed a sale deed in favour of his daughter-in-law, the appellant-first wife, conveying two Bhumidhari plots. In the proceedings taken under the U.P. Imposition of Ceiling on H Lan'd lloldings Act, 1960",,
S_1992_3_246_256_EN,statute,It only enables the Nyaya Panchayat to pass an order by consent in any dispute which was congnizable and which was within their jurisdiction. If the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of the Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,"It
only enables the Nyaya Panchayat to pass an order by consent in
any dispute which was congnizable and which was within their jurisdiction.
If the Nyaya Panchayat had no jurisdiction to decide a dispute under
any of the other provisions of the Act this provision does not enable it to
extend or assume any such jurisdiction to decide disputes which are not
covered by the other provisions in the Act",It only enables the Nyaya Panchayat to pass an order by consent in any dispute which was congnizable and which was within their jurisdiction. If the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of the Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,It only enables the Nyaya Panchayat to pass an order by consent in any dispute which was congnizable and which was within their jurisdiction. If the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of the Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,,
S_1992_3_246_256_EN,statute,Nyaya Panchayat. It may be stated that the Ceiling Act,Nyaya Panchayat. It may be stated that the Ceiling Act,Nyaya Panchayat. It may be stated that the Ceiling Act,Nyaya Panchayat. It may be stated that the Ceiling Act,,
S_1992_3_246_256_EN,statute,"In the context, therefore, it means an act done in pursuance of an order or direction of a court of competent jurisdiction. It is used in contrast to separate living by agreement of parties or at the intervention of mediators without the intervention of a judicial proceeding in a competent court of law. A B c That leaves us to the question whether the consent recorded by the Nyaya Panchayat would be one within the meaning of the words 'judicially separated'. There could be no doubt that the U .P. Panchayat Raj Act, 1947","In the context, therefore,
it means an act done in pursuance of an order or direction of a court of
competent jurisdiction. It is used in contrast to separate living by agreement of parties or at the intervention of mediators without the intervention
of a judicial proceeding in a competent court of law.
A
B
c
That leaves us to the question whether the consent recorded by the
Nyaya Panchayat would be one within the meaning of the words 'judicially
separated'. There could be no doubt that the U .P. Panchayat Raj Act, 1947","In the context, therefore, it means an act done in pursuance of an order or direction of a court of competent jurisdiction. It is used in contrast to separate living by agreement of parties or at the intervention of mediators without the intervention of a judicial proceeding in a competent court of law. A B c That leaves us to the question whether the consent recorded by the Nyaya Panchayat would be one within the meaning of the words 'judicially separated'. There could be no doubt that the U .P. Panchayat Raj Act, 1947","In the context, therefore, it means an act done in pursuance of an order or direction of a court of competent jurisdiction. It is used in contrast to separate living by agreement of parties or at the intervention of mediators without the intervention of a judicial proceeding in a competent court of law. A B c That leaves us to the question whether the consent recorded by the Nyaya Panchayat would be one within the meaning of the words 'judicially separated'. There could be no doubt that the U .P. Panchayat Raj Act, 1947",,
S_1992_3_246_256_EN,statute,A dispute which was cognizable and which was within their jurisdiction. It the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,"A
dispute which was cognizable and which was within their jurisdiction. It the
Nyaya Panchayat had no jurisdiction to decide a dispute under any of the
other provisions of Act this provision does not enable it to extend or
assume any such jurisdiction to decide disputes which are not covered by
the other provisions in the Act",A dispute which was cognizable and which was within their jurisdiction. It the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,A dispute which was cognizable and which was within their jurisdiction. It the Nyaya Panchayat had no jurisdiction to decide a dispute under any of the other provisions of Act this provision does not enable it to extend or assume any such jurisdiction to decide disputes which are not covered by the other provisions in the Act,,
S_1996_4_92_130_EN,statute,"Panchayat and Nyaya Panchayats Act, 1983","Panchayat and Nyaya Panchayats Act, 1983","Panchayat and Nyaya Panchayats Act, 1983","Panchayat and Nyaya Panchayats Act, 1983",,
2013_8_1071_1089_EN,statute,"Gram E Nyayalayas Act, 2008","Gram
E
Nyayalayas Act, 2008","Gram E Nyayalayas Act, 2008","Gram E Nyayalayas Act, 2008",,2013
2013_8_1071_1089_EN,statute,"A Gram Nyayalayas Act, 2008","A Gram Nyayalayas Act, 2008","A Gram Nyayalayas Act, 2008","A Gram Nyayalayas Act, 2008",,2013
2013_8_1071_1089_EN,statute,"A similar 'exclusive jurisdiction' has been conferred upon Nyaya Panchayats under the Uttar Pradesh Panchayat Raj Act, 1947","A similar 'exclusive jurisdiction' has been conferred
upon Nyaya Panchayats under the Uttar Pradesh Panchayat
Raj Act, 1947","A similar 'exclusive jurisdiction' has been conferred upon Nyaya Panchayats under the Uttar Pradesh Panchayat Raj Act, 1947","A similar 'exclusive jurisdiction' has been conferred upon Nyaya Panchayats under the Uttar Pradesh Panchayat Raj Act, 1947",,2013
2013_8_1071_1089_EN,statute,"It is not out of place to. mention that a new Act, viz., Gram Nyayalayas Act, 2008","It is not out of place to. mention that a new Act, viz.,
Gram Nyayalayas Act, 2008","It is not out of place to. mention that a new Act, viz., Gram Nyayalayas Act, 2008","It is not out of place to. mention that a new Act, viz., Gram Nyayalayas Act, 2008",,2013
2016_5_990_1012_EN,statute,Bharatiya Nyaya Sanhita,"This is the short question that arises
for determination in the present appeals. The Regulatory Commission
did not'cbnsider it appropriate to confer on itself the said power upon a
construction of the provisions of the Act",Bharatiya Nyaya Sanhita,Bharatiya Nyaya Sanhita,,2016
2016_9_800_818_EN,statute,Bharatiya Nyaya Sanhita,"Atma Ram Mittaf and other such cases.
The learned counsel appearing for the appellants heavily relied
upon the reasbns given by the Court in taking the aforesaid view and on
that basis it was argued that the principle laid down should be made
applicable even in those cases where the protection of the Rent Control
Act",Bharatiya Nyaya Sanhita,Bharatiya Nyaya Sanhita,,2016
2018_3_601_626_EN,statute,"Rajasthan Panchayat and Nyaya Panchayat Election Rules, 1960","Rajasthan Panchayat and Nyaya Panchayat
Election Rules, 1960","Rajasthan Panchayat and Nyaya Panchayat Election Rules, 1960","Rajasthan Panchayat and Nyaya Panchayat Election Rules, 1960",,2018
2019_16_1049_1085_EN,section,Section 4,"ss. 4, 5(ii), 6, 8, 9, 14",4,Bharatiya Nyaya Sanhita,,2019
2019_16_1049_1085_EN,section,Section 48,s.48,48,Bharatiya Nyaya Sanhita,,2019
2019_16_1049_1085_EN,section,Section 4,"ss. 4, 5",4,Bharatiya Nyaya Sanhita,,2019
2019_16_1049_1085_EN,section,Section 5,s.5,5,Bharatiya Nyaya Sanhita,,2019
2019_16_1049_1085_EN,section,Section 4,s.4,4,Bharatiya Nyaya Sanhita,,2019
2025_3_1309_1349_EN,section,Section 196,"Sections 196,
197, 299",196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 196,"ss.196, 197(1), 299, 302, 57",196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 196,"ss.196, 197, 299",196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 196,s.196,196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 196,s.196,196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 196,"ss.196, 197, 299",196,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 197,s.197,197,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 299,s.299,299,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 302,s.302,302,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 302,s.302,302,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 302,s.302,302,Bharatiya Nyaya Sanhita,,2025
2025_3_1309_1349_EN,section,Section 302,s.302,302,Bharatiya Nyaya Sanhita,,2025
